indices,times,engine,encoded_indices
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')","[0.021533727645874023, 0.0016295909881591797, 0.003000497817993164, 0.002032041549682617, 0.022417306900024414, 0.004995822906494141, 0.002000570297241211, 0.00699615478515625, 0.01599907875061035, 0.019408464431762695]",MEMORY,I19+I15+I18+I16
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')","[0.02452564239501953, 0.0029926300048828125, 0.002001523971557617, 0.0029523372650146484, 0.017079591751098633, 0.00699925422668457, 0.0010039806365966797, 0.006517887115478516, 0.009015560150146484, 0.02156972885131836]",MEMORY,I19+I15+I18+I17
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));')","[0.0233004093170166, 0.0028276443481445312, 0.0019998550415039062, 0.0019998550415039062, 0.026812314987182617, 0.005978107452392578, 0.001997232437133789, 0.007288455963134766, 0.010564565658569336, 0.0233309268951416]",MEMORY,I19+I15+I18+I12
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.028046846389770508, 0.0029969215393066406, 0.002999544143676758, 0.0030050277709960938, 0.017412662506103516, 0.007047891616821289, 0.002000570297241211, 0.006247758865356445, 0.011032342910766602, 0.030961990356445312]",MEMORY,I19+I15+I18+I14
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.022649288177490234, 0.0029954910278320312, 0.002019166946411133, 0.0020215511322021484, 0.021131277084350586, 0.0060520172119140625, 0.002001047134399414, 0.005998134613037109, 0.013003826141357422, 0.027502775192260742]",MEMORY,I19+I15+I18+I20
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.021531105041503906, 0.0020270347595214844, 0.0030024051666259766, 0.004000186920166016, 0.016031265258789062, 0.006640434265136719, 0.0020394325256347656, 0.0049932003021240234, 0.012997627258300781, 0.028002023696899414]",MEMORY,I19+I15+I18+I11
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')","[0.03261542320251465, 0.0020132064819335938, 0.0031702518463134766, 0.002029895782470703, 0.017577171325683594, 0.005000114440917969, 0.0009717941284179688, 0.004998922348022461, 0.01599740982055664, 0.02869558334350586]",MEMORY,I19+I15+I16+I17
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));')","[0.03222298622131348, 0.001965045928955078, 0.001997709274291992, 0.0031883716583251953, 0.018057823181152344, 0.0030121803283691406, 0.002001523971557617, 0.004997730255126953, 0.014085769653320312, 0.019088268280029297]",MEMORY,I19+I15+I16+I12
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.032385826110839844, 0.002002239227294922, 0.0019991397857666016, 0.0020198822021484375, 0.01903700828552246, 0.003999948501586914, 0.0019998550415039062, 0.00554347038269043, 0.010961294174194336, 0.023071765899658203]",MEMORY,I19+I15+I16+I14
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.03886055946350098, 0.0019948482513427734, 0.0029981136322021484, 0.0029981136322021484, 0.016008377075195312, 0.0040283203125, 0.0019960403442382812, 0.006031513214111328, 0.011213302612304688, 0.024436473846435547]",MEMORY,I19+I15+I16+I20
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.03503823280334473, 0.001987457275390625, 0.002747058868408203, 0.0029675960540771484, 0.01704692840576172, 0.003996610641479492, 0.0019958019256591797, 0.006011962890625, 0.015052080154418945, 0.02649974822998047]",MEMORY,I19+I15+I16+I11
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));')","[0.03493309020996094, 0.003013134002685547, 0.002007722854614258, 0.0030014514923095703, 0.01758098602294922, 0.006104469299316406, 0.0020003318786621094, 0.006342649459838867, 0.012075662612915039, 0.026256322860717773]",MEMORY,I19+I15+I17+I12
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.03336977958679199, 0.00262451171875, 0.0030040740966796875, 0.0030045509338378906, 0.025376081466674805, 0.006582498550415039, 0.0020308494567871094, 0.005049705505371094, 0.01662445068359375, 0.019969940185546875]",MEMORY,I19+I15+I17+I14
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.030521154403686523, 0.002965211868286133, 0.002244234085083008, 0.0021715164184570312, 0.018045663833618164, 0.00667119026184082, 0.001958608627319336, 0.007071971893310547, 0.01701641082763672, 0.02965092658996582]",MEMORY,I19+I15+I17+I20
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.03167319297790527, 0.0030028820037841797, 0.003022432327270508, 0.003523588180541992, 0.017006635665893555, 0.007157087326049805, 0.0015993118286132812, 0.005018472671508789, 0.01204228401184082, 0.02907419204711914]",MEMORY,I19+I15+I17+I11
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.03151988983154297, 0.00299835205078125, 0.001978158950805664, 0.0030031204223632812, 0.017568588256835938, 0.005982160568237305, 0.0020592212677001953, 0.004959821701049805, 0.011276721954345703, 0.022481679916381836]",MEMORY,I19+I15+I12+I14
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.032102108001708984, 0.001986980438232422, 0.0009913444519042969, 0.003021717071533203, 0.01803421974182129, 0.006000041961669922, 0.001993894577026367, 0.006577730178833008, 0.011721372604370117, 0.026048898696899414]",MEMORY,I19+I15+I12+I20
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.03186774253845215, 0.0030074119567871094, 0.0009980201721191406, 0.003000020980834961, 0.016954660415649414, 0.005984783172607422, 0.0020291805267333984, 0.005998373031616211, 0.01603865623474121, 0.02678680419921875]",MEMORY,I19+I15+I12+I11
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.032341957092285156, 0.0029790401458740234, 0.0034055709838867188, 0.002568960189819336, 0.017516613006591797, 0.007000446319580078, 0.0009853839874267578, 0.006714820861816406, 0.01708054542541504, 0.027773141860961914]",MEMORY,I19+I15+I14+I20
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.03264188766479492, 0.0020263195037841797, 0.003209352493286133, 0.0020227432250976562, 0.01659679412841797, 0.00670623779296875, 0.001985311508178711, 0.006516456604003906, 0.011024951934814453, 0.03002643585205078]",MEMORY,I19+I15+I14+I11
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.03168940544128418, 0.0020210742950439453, 0.003025531768798828, 0.0020246505737304688, 0.017568349838256836, 0.006810426712036133, 0.0011169910430908203, 0.00500035285949707, 0.009015321731567383, 0.01769542694091797]",MEMORY,I19+I15+I20+I11
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')","[0.026172637939453125, 0.0020308494567871094, 0.0020313262939453125, 0.0020198822021484375, 0.017046451568603516, 0.00452876091003418, 0.0010025501251220703, 0.005025386810302734, 0.009045124053955078, 0.018064260482788086]",MEMORY,I19+I18+I16+I17
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));')","[0.02347731590270996, 0.0009968280792236328, 0.001007080078125, 0.003016233444213867, 0.01904010772705078, 0.004029035568237305, 0.002001523971557617, 0.004026651382446289, 0.008996248245239258, 0.019289731979370117]",MEMORY,I19+I18+I16+I12
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.02289581298828125, 0.0020017623901367188, 0.0029993057250976562, 0.0025186538696289062, 0.01708054542541504, 0.00502324104309082, 0.0022377967834472656, 0.0050280094146728516, 0.009629249572753906, 0.018984556198120117]",MEMORY,I19+I18+I16+I14
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.02162933349609375, 0.0010073184967041016, 0.0019981861114501953, 0.002974271774291992, 0.016571760177612305, 0.004000663757324219, 0.0009808540344238281, 0.006043910980224609, 0.00905752182006836, 0.01900649070739746]",MEMORY,I19+I18+I16+I20
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.02203845977783203, 0.002044677734375, 0.0020301342010498047, 0.0020003318786621094, 0.016554594039916992, 0.003964424133300781, 0.0010020732879638672, 0.005030155181884766, 0.009055852890014648, 0.017057418823242188]",MEMORY,I19+I18+I16+I11
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));')","[0.021683692932128906, 0.003317117691040039, 0.0010685920715332031, 0.002968311309814453, 0.017148256301879883, 0.0050280094146728516, 0.0019991397857666016, 0.0049970149993896484, 0.010030269622802734, 0.01666998863220215]",MEMORY,I19+I18+I17+I12
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.02251291275024414, 0.002949237823486328, 0.0020029544830322266, 0.003007650375366211, 0.017230749130249023, 0.0060236454010009766, 0.002000093460083008, 0.005094289779663086, 0.010118722915649414, 0.018044471740722656]",MEMORY,I19+I18+I17+I14
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.024051189422607422, 0.0030088424682617188, 0.003000020980834961, 0.0019741058349609375, 0.016999244689941406, 0.007001399993896484, 0.0019989013671875, 0.006018400192260742, 0.010008573532104492, 0.01806926727294922]",MEMORY,I19+I18+I17+I20
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.021966218948364258, 0.0029985904693603516, 0.0029947757720947266, 0.0030014514923095703, 0.017018556594848633, 0.005998134613037109, 0.0010118484497070312, 0.00457763671875, 0.00906682014465332, 0.016993284225463867]",MEMORY,I19+I18+I17+I11
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.021001577377319336, 0.004011392593383789, 0.0020110607147216797, 0.0020020008087158203, 0.016026973724365234, 0.0051577091217041016, 0.0016036033630371094, 0.0050201416015625, 0.009983062744140625, 0.016620874404907227]",MEMORY,I19+I18+I12+I14
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.023148298263549805, 0.0033850669860839844, 0.0010478496551513672, 0.0020294189453125, 0.017187833786010742, 0.006006002426147461, 0.0020012855529785156, 0.004995107650756836, 0.013514041900634766, 0.018026113510131836]",MEMORY,I19+I18+I12+I20
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.039258480072021484, 0.003002166748046875, 0.0010395050048828125, 0.0022687911987304688, 0.01703786849975586, 0.005037546157836914, 0.0020232200622558594, 0.006021022796630859, 0.010007619857788086, 0.021596431732177734]",MEMORY,I19+I18+I12+I11
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.021592140197753906, 0.002735614776611328, 0.0029973983764648438, 0.002991914749145508, 0.016021013259887695, 0.006989002227783203, 0.002011537551879883, 0.006508350372314453, 0.008959054946899414, 0.017714977264404297]",MEMORY,I19+I18+I14+I20
